language,sentence
italian,"poi le edizioni in ligure, piemontese,"
italian,francoprovenzale e tarantino. Nel 2007 è
italian,nata quella in emiliano e romagnolo.
italian,La creazione della Wikipedia in lingua ladina
italian,è ancora in fase di test[18] (al
italian,28 ottobre 2015 state redatte 144 voci[19]).
italian,Il nome Wikipedia è composto dal prefisso
italian,"wiki- (dall'hawaiano wiki, veloce), e dal suffisso"
italian,"-pedia (dal greco antico paideia, formazione). Il"
italian,progetto non prevede una pronuncia ufficiale del
italian,"suo nome proprio, ma lascia libertà"
italian,di pronunciarlo secondo le proprie preferenze.
italian,La pronuncia vichipedìa sarebbe preferibile in quanto
italian,"linguisticamente più integrata, considerando la pronuncia consolidata"
italian,in lingua italiana del suffisso -pedìa (-pedìa
italian,"/peˈdia/, come in enciclopedia)[20] e la pronuncia"
italian,consolidata della lettera w di wiki
italian,"(vìchi /ˈviki/, come in wafer o"
italian,wc).[20][21] Anche l'Accademia della Crusca si
italian,è espressa analogamente in più occasioni.[22]
italian,"Le pronunce anglicizzanti (o inglesi italianizzate), meno"
italian,"integrate nel sistema linguistico dell'italiano, sono tuttavia"
italian,diffuse. Il Dizionario di pronuncia italiana di
italian,"Luciano Canepari, uniformandosi alla pronuncia inglese, riporta"
italian,"/wikiˈpɛdja/ (uichipèdia) come forma primaria, /wikiˈpidja/"
italian,(uichipìdia) come accettabile e /wikipeˈdia/ (uichipedìa)
italian,come pronuncia intenzionale «per fare sfoggio».[23]
italian,In inglese si dice comunemente [ˌwɪkiˈpiːdiə] o
italian,"[ˌwiːkiˈpiːdiə], ma non esiste una pronuncia ufficiale."
italian,Wikipedia non è regolata da alcun comitato
italian,di redazione centrale: le sue voci sono
italian,scritte spontaneamente da centinaia di migliaia di
italian,"volontari non remunerati né iscritti ad associazioni,"
italian,che si organizzano autonomamente stabilendo da soli
italian,le regole interne e lo svolgimento
italian,"degli argomenti nelle voci. Wikipedia, infatti,"
italian,è costruita sulla convinzione che la
italian,collaborazione tra gli utenti possa nel
italian,"tempo migliorare le voci, più o"
italian,meno nello stesso spirito con cui
italian,viene sviluppato il software libero. Nel
italian,"caso del software, se è libero,"
italian,"chiunque può prelevarne i sorgenti, modificarli"
italian,"e ridistribuirli, eppure solitamente i programmatori"
italian,si limitano a proporre alcune modifiche
italian,"agli autori, i quali le adottano"
italian,oppure no a loro insindacabile giudizio.
italian,Wikipedia mantiene un approccio ottimistico sulla bontà
italian,delle modifiche proposte: tutti coloro che visitano
italian,il sito di Wikipedia hanno la possibilità
italian,di creare o modificare una voce e
italian,vedere pubblicate all'istante le loro modifiche. Gli
italian,"autori delle voci, che non devono"
italian,avere necessariamente alcuna competenza o qualifica
italian,formale sugli argomenti trattati ma devono
italian,basare le proprie pubblicazioni su fonti
italian,"autorevoli, sono però avvertiti che i"
italian,"loro contributi possono essere cancellati, o"
italian,a loro volta modificati e redistribuiti
italian,"da chiunque, nei termini della licenza"
italian,e delle linee guida interne a
italian,Wikipedia. Le voci sono controllate dalla
italian,"comunità, con il supporto di un"
italian,gruppo di amministratori che svolgono alcune
italian,azioni tecniche. Le decisioni da prendere
italian,sul contenuto e sulle politiche editoriali
italian,di Wikipedia sono ottenute di norma
italian,per consenso[24] e in alcuni casi
italian,"per votazione, sebbene per alcuni anni"
italian,Jimmy Wales si fosse riservato decisioni
italian,in alcuni casi nell'edizione in inglese.
italian,"Data la natura aperta di Wikipedia, spesso"
italian,si verificano delle discussioni prolungate quando i
italian,partecipanti alla stesura di una voce non
italian,"raggiungono un accordo, o più raramente"
italian,delle guerre di modifiche o di
italian,edizione (dall'inglese edit war).[25] Alcuni membri
italian,delle comunità hanno descritto il processo
italian,di redazione in Wikipedia come un
italian,"lavoro collaborativo, o un processo evolutivo"
italian,"di darwinismo sociale,[26] ma non tutti"
italian,la ritengono una descrizione precisa del
italian,fenomeno. Le voci sono sempre aperte
italian,alle modifiche (tranne quando vengono protette
italian,a tempo determinato a causa di
italian,vandalismi o guerre di edizione) e
italian,"non si dichiara mai ""conclusa"" la"
italian,stesura di una voce. Accade che
italian,alcuni utenti provino a inserire informazioni
italian,"malevole o goliardiche, ma enciclopedicamente irrilevanti,"
italian,o vandalizzino esplicitamente alcune voci: di
italian,norma le modifiche di questo genere
italian,vengono rimosse velocemente da altri utenti.
italian,"Grazie al software wiki, tutte le modifiche"
italian,alle voci di Wikipedia sono archiviate
italian,in una cronologia delle versioni accessibile
italian,a chiunque. Wikipedia perciò è anche
italian,la prima tra le grandi enciclopedie
italian,che permette a tutti di osservare
italian,il processo di sviluppo nel tempo
italian,di una voce e di verificare
italian,"se, come e dove il contenuto"
italian,è stato oggetto di controversie. Persino
italian,le cancellazioni e gli altri vandalismi
italian,che una pagina subisce sono di
italian,norma visibili a tutti. Tutti i
italian,"punti di vista contestati, espressi in"
italian,"un dato momento e successivamente cancellati,"
italian,rimangono consultabili e forniscono informazioni complementari
italian,sull'argomento di cui è oggetto la
italian,voce e sul suo grado di
italian,"controversia, aggiungendovi inoltre la dimensione temporale."
italian,Gli utenti registrati possono mantenere una lista
italian,personale di osservati speciali[27] delle voci
italian,"di loro interesse, per sapere immediatamente"
italian,quali hanno subìto delle modifiche dall'ultimo
italian,accesso e controllare le correzioni apportate
italian,giorno per giorno. Ciò consente di
italian,impedire il proliferare di false informazioni
italian,e spam e di tenersi aggiornati
italian,sulle opinioni di chi contribuisce alle
italian,voci espresse nelle pagine di discussione.[28]
italian,Per scrivere o modificare una voce si
italian,"fa riferimento alle pagine di Aiuto, Tour"
italian,"Guidato, Aiuto:Come scrivere una voce e"
italian,Pagina di Prova oppure seguendo il
italian,modello di altre voci ritenute corrette
italian,e ben formattate. Oltre all'editor classico
italian,che utilizza un linguaggio di markup
italian,estremamente semplificato (ad es. molto più
italian,semplice dell'HTML) il software MediaWiki mette
italian,a disposizione anche un editor visuale.
italian,Nel gergo di Wikipedia gli autori -
italian,cioè quegli utenti che collaborano attivamente all'inserimento
italian,"dei contenuti - sono chiamati ""wikipediani"" e"
italian,formano un'ampia e variegata comunità di pratica.
italian,L'attività di wikipediano è riconosciuta come
italian,"""profilo professionale"" dall'IWA (International Webmasters Association).[29]"
italian,Su Wikipedia non vi sono distinzioni
italian,formali tra chi collabora al progetto:
italian,le decisioni sono idealmente prese raggiungendo
italian,il consenso tra coloro che sono
italian,"coinvolti. Nel mese di giugno 2015,"
italian,gli utenti attivi (cioè quelli che
italian,avevano contribuito a Wikipedia con almeno
italian,cinque interventi ciascuno) erano 71 000[30]
italian,(oltre 40 000 nell'ambito delle tre
italian,"edizioni maggiori, ovvero quelle in lingua"
italian,"inglese, tedesca e giapponese). Il gruppo"
italian,"più attivo, composto da quasi 10"
italian,000 utenti (di cui circa il
italian,"50% lavorava nelle tre edizioni maggiori),"
italian,ha fornito 100 contributi o più
italian,a testa nel corso del mese.[31]
italian,Secondo Wikimedia un quarto del traffico
italian,di Wikipedia proviene da utenti non
